相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,,0,0,,
相机1,17:21:11:214_2021_01_25,1,0,0%,12448.62
相机1,,0,0,,
相机1,,0,0,,
相机1,,0,0,,
相机1,,0,0,,
相机1,,0,0,,
相机1,,0,0,,
