相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,,0,0,,
相机1,,0,0,,
相机1,09:17:42:561_2021_01_07,177,0,0.00%,20.19
相机1,,0,0,,
相机1,,0,0,,
相机1,,0,0,,
